,title,image,price,description
524,"Зелен чай с Портокалови корички - нежен, ароматен и релаксиращ чай, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/o/portokal.jpg,"3,96 лв.","Тонизиращ зелен чай, обгърнат в успокояващия аромат на портокалови корички. Релаксиращ и зареждащ с енергия, ""слънчев"" чай - перфектната напитка за успокояване и отпускане на тялото и ума."
525,"Зелен чай с Розов цвят - ароматна феерия за сетивата, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/r/o/roza_1.jpg,"4,62 лв.","Тонизиращ зелен чай обгърнат в успокояващия аромат на розови листенца. Съвършен баланс, нежни, деликатни розови нотки. Богат източник на антиоксиданти."
526,"Зелен чай с мента – Марокански чай, The Vert Menthe, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/g/r/green-meant.jpg,"3,96 лв.","Вдъхновена от ориенталската традиция, тази рецепта за домашен ментов зелен чай, излъчва свежест като никоя друга! Неговата тайна? Стръкче сладка мента и листенца зелен чай."
527,"Бял чай Пай Му Тан - най-известният зелен чай, Pai Mu Tan",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/a/pai-mu-tan-3.jpg,"5,38 лв.","Ако досега не сте опитвали този чай, то е време да го направите. Докоснете се до прекрасните вкусови качества на Пай Му Тан."
528,"Чай Червен ройбос с Канела - ароматен антиоксидантен чай, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/r/o/rooibos--tea.jpg,"4,66 лв.","Прекрасна класическа комбинация - здравословна наслада за вкусовите ви рецептори. Чаят с червен ройбос и канела касия е напълно естествен и чист - не съдържа добавки, консерванти или оцветители. Действа като антиоксидант и ограничава действието на свободните радикали, които увреждат и разрушават клетките на организма. Укрепва имунната система и забавя процесите на стареене."
529,"Чай на Боговете – Масала чай от подправки, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/8/b810.jpg,"10,06 лв.","Масала чай, подходящ за летния и зимния сезон. Превантивен е срещу простуди и грип, както и за цялостна балансиране и защита на тялото. Успокоява нервната система след динамичния и напрегнат ден."
530,"Чай Канела и Кардамон - ароматен чай от подправки, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/c/i/cinnamon-and-cardamom_-exotic-tea.jpg,"4,97 лв.","Чай, който стопля сърцето. Усетете насладата на изтока! Почувствайте топлината на канелата и силата на кардамома. Потопете се в екзотичния свят на подправките."
531,"Черен чай с Портокалови корички - ободрява и тонизира, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/4/e/4eren-4ai.jpg,"6,82 лв.","Чист черен чай смесен с деликатни и ароматни портокалови корички - перфектен аромат и вкус. Когато се охлажда и сервира с кубчета лед като подсладен студен чай, той е идеален и за горещите летни месеци."
532,"Чай Облепиха, Роза, Шипка и Невен - вкусен антиоксидантен чай, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/8/b815-.jpg,"6,10 лв.","Уникална ароматна комбинация от плодове облепиха, червена ароматна роза, шипка люспа без семки и невен цвят. Насладете се на изключителните ползи от облепихата - богата на витамини, витамин С, етерични масла, балансиращия аромат на розата и усилващите кръвта шипка и невен."
533,"Ароматен чай Коледни вечери - канела, портокал и подправки, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/8/b809conf_1_.jpg,"5,38 лв.","Екзотичен и вкусен чай за цялото семейство, събрано около масата. Насладете се на топлите нотки канела, портокал, сладник, звездовиден анасон и деликатния нюанс на карамфила."
534,"Коледен чай – Подправки за Греяно вино, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b63conf_2.jpg,"8,87 лв.","Греяното вино с подправки е прекрасен начин да се стоплите в студените зимни вечери! Тази традиционна топла напитка с ароматни подправки, червено вино и сладка кафява захар, стопля тялото и душата."
535,"Чай Оолонг с Ройбос и Канела - тонизиращ и имунизиращ чай, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b65conf_1.jpg,"12,08 лв.","""Пухкави"" и нежни листенца чай Оолонг Сечунг, невероятно вкусен Ройбос и ароматна канела се сливат в едно, за да Ви предложат този изискан гурме чай."
536,"DEMIR BOZAN, ДЕМИР БОЗАН ОРИГИНАЛЪТ! - БИЛКИ ЗА ОТСЛАБВАНЕ, 100 филтъра, 130гр, Биохерба",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/h/bh7817.jpg,"13,99 лв.","Противовъзпалително, пречистващо кръвта, пикочно-половата ситема. Има оздравително и благоприятно действие върху целия организъм. Успокоява и балансира нервната система, действа хипотензивно."
537,"Лукс Артистичен чай - Разхлабващ, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_8395_1.jpg,"4,20 лв.","Артистичният чай е натурално средство за разхабване при запек и пречистване на тялото. Диуретично, слабително, регулира стомаха и червата."
538,"Лукс чай 17 Билки за отслабване, Bioherba, 100 гр",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6464_1.jpg,"6,34 лв.","Чай 17 билки за отслабване на Биохерба благоприятства за намаляване на холестерола, както и за отслабване (намаляване на телесното тегло). Успокоява, балансира нервната система и благоприятства по-добрия и дълбок сън."
539,"Лукс Мурсалски пирински чай, Bioherba, 25 гр",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6491_1.jpg,"1,99 лв.","Смекчаващо, потогонно и противокашлично действие."
540,"Лукс Гръден чай, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9923_1.jpg,"4,20 лв.","Чаят допринася за нормализиране на състоянието на тялото при суха или влажна кашлица със или без секрети, пресипнал глас, повишена температура."
541,"Лукс Слабин чай, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9925_1.jpg,"4,20 лв.","Чаят e благоприятен при наднормено тегло, при запек и трудно изхождане. Комбинацията от билки благоприятства извличането на мастни натрупвания от клетките на организма. Има благоприятен слабителен ефект."
542,"Лукс Успокоителен чай, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9920_1.jpg,"4,20 лв.","Билковият чай допринася за нормалното състояние на тялото при нервна преумора. Благоприятен при симптоми свързани с климактериума, главоболие, безпокойство, безсъние, страхови състояния."
543,"Лукс Стомашен чай, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9922_1.jpg,"4,00 лв.","Чаят допринася за нормализиране на състоянието на тялото при болки и колики в стомаха, раничка на дванадесетопръстника, парене, лошо храносмилане, диария, при подута лигавица на устата, венците, гърлото и зъбите, лош дъх или болки в устната кухина."
544,"Лукс Мъжки чай при простатит, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6478_1.jpg,"4,80 лв.","Чаят действа благоприятно за пикочно-половата система и простатната жлеза, при болка и затруднения при уриниране, при намалена полова функция."
545,"Лукс чай Антизахар - при диабет, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6479_1.jpg,"4,20 лв.",Лукс чай Антизахар при диабет. Чаят допринася за нормализиране на състоянието на тялото при наднормено ниво на кръвната захар и може да се ползва продължителен период от време.
546,"Лукс чай Ремоарт - при ревматизъм и артрит, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6480_1.jpg,"4,20 лв.","При артрит, ревматизъм, ишиас, изгаряния, кожни инфекции и възпаления."
547,"Лукс чай Лапачо, Bioherba, 50 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_15921_1.jpg,"3,50 лв.","Чаят е благоприятен при различни инфекциозни заболявания, простуди, грип, заболявания на стомаха и дихателните пътища, артритни болки и др."
548,"Лукс чай за бъбреци на проф. Ламбрев, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9924_1.jpg,"4,20 лв.","Лукс чай за бъбреци на Ламбрев е особено ефективен при цистит и камъни в бъбреците. Чаят e благоприятен при камъни в бъбреците, болки в областта на малкия таз, болезнено уриниране с парене при жени и мъже."
549,"Лукс чай за Кърмачки - Лактогонен, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9921_1.jpg,"4,00 лв.","Чаят e благоприятен за увеличаване на количеството кърма при кърмачки, като чрез кърмата влияе при колики у кърмачетата."
550,"Лукс чай Хеморо - външна употреба, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_8393_1.jpg,"4,20 лв.","Адстрингентно, противовъзпалително и кръвоспиращо. Прилага се при хемороиди, кървене на венците, кървящи, подути и гнойни венци, при неприятен дъх."
551,"Лукс Сърдечен чай - Холестоп, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_8394_1.jpg,"4,20 лв.","При високо артериално налягане, атеросклероза, коронаросклероза."
552,"Лукс чай Венолек - при подагра, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6489_1.jpg,"4,80 лв.","Чаят допринася за възстановяване нормалните функции на тялото при болки в ставите, причинени от натрупването на кристали на пикочната киселина в ставите."
553,"Лукс чай при Метеоризъм, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_8946_1.jpg,"4,00 лв.",Чаят e благоприятен при болка и напрегнатост в корема с газове и подуване.
554,"Лукс чай Индийски афродизиак, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6481_1.jpg,"4,20 лв.","Чаят за потентност, наречен още Индийски афродизиак, подпомага либидото, стимулира потенцията при мъже и жени и удължава времето на половия акт."
555,"Лукс чай Стоп Грип, Bioherba, 120 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6490_1.jpg,"4,20 лв.","Билков чай Стоп Грип се употребява още при първите симптоми на простуда, грип и настинка. Отхрачващо, бронхоразширяващо и дезинфекциращо средство при остри катари на горните дихателни пътища, при бронхит, коклюш, бронхиална астма, при суха и еластична кашлица и белодробни възпаления."
556,"Лукс чай Бабини зъби, Bioherba, 120 гр., потентност, простата",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_6477_1.jpg,"4,00 лв.","Чаят e благоприятен при полови смущения, възпаление на простатата, бъбречни заболявания, благоприятства потентността при мъже и жени."
557,"Лукс Тибетски чай, Bioherba, 100 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16086_1.jpg,"5,96 лв.","Използването на тази билкова смес допринася за усилване обмяната на веществата, пречистване от натрупванията на мазнини, калцификати, еластичността на кръвоносните съдове, намаляване на кръвното налягане."
558,"Билков чай при Холестерол, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16348_1.jpg,"1,90 лв.","При повишени стойности на холестерола в кръвта.  При хипертония, атеросклероза, коронаросклероза. Леки форми на хипертония, сърдечни неврози."
559,"Билков чай Успокоителен, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16345_1.jpg,"1,90 лв.","Чаят се прилага при нервна преумора, невроза, климактерични нервни нарушения, главоболие, мигрена, безпокойство, безсъние, страхови състояния."
560,"Чай Тонус, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16359_1.jpg,"1,49 лв.","Идеален за ежедневна употреба. В офиса или в къщи тази изискана билкова композиция ще ви даде настроение, тонус и ще остави неповторимия вкус на острите и пикантни нюанси на Изтока."
561,"Гръден чай - Бронхо, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16346_1.jpg,"1,90 лв.","Чаят се прилага при бронхити и възпаления на гърлото, горните дихателни пътища, при суха или влажна кашлица.Затопля тялото и ободрява."
562,"Чай при Диабет + Канела, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16350_1.jpg,"1,90 лв.","Лечебните растения спомагат за снижаване нивото на кръвната захар и могат да се ползват продължителен период от време, през което непременно трябва да се спазва подходяща диета, паралелно с назначеното от специалист лечение."
563,"Чай за Отслабване, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16344_1.jpg,"1,90 лв.",Чай за Отслабване на Биохерба за плавно и длъготрайно отслабване. Извлича мазнините от организма. Прилага се и при хроничен запек. Чаят има слабително действие.
564,"Чай Стомашен, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16347_1.jpg,"1,90 лв.","Чаят се прилага при гастрит и язвена болест, както и за предпазване от развитие на гастрит и язва на стомаха и дванадесетопръстника."
565,"Зелен чай с Лимон, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16368_1.jpg,"1,99 лв.","Идеален за ежедневна употреба. В офиса или в къщи, тази перфектна комбинация ще изпълни тялото ви с енергия и ще създаде настроение за ползотворна работа през целия ден."
566,"Чай Простатит, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16349_1.jpg,"1,90 лв.","При възпаление на простатната жлеза /простатит/, болка при уриниране, хронични възпалителни процеси на пикочната система, цистит; диуретично действие."
567,"Чай Лайка, Мед и Ванилия, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16369_1.jpg,"1,60 лв.","Това невероятно нежно и деликатно съчетание ще изпълни деня ви с романтичните си нотки, така познати и същевременно екзотични - нотки на   топлина и уют, събрани в чаша билков чай."
568,"Чай за бъбреци на проф. Ламбрев, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16351_1.jpg,"1,90 лв.","Чай за бъбреци на Ламбрев Биохерба. Прилага се при хронични бъбречни заболявания, хронична бъбречна недостатъчност,  при повишени стойности на уреята,  бъбречнокаменна болест,  при цистит."
569,"Чай Роза Дамасцена, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16370_1.jpg,"2,50 лв.","Ароматен и нежен билков чай, който балансира енергиите в тялото и може да се приема през целия ден."
570,"Чай за Кърмачки – Лактогонен, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_3852_2.jpg,"1,90 лв.","За повишаване лактацията на кърмачки. Има успокояващо, благоприятстващо храносмилането и газогонно действие."
571,"Чай Сена, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_3851_2.jpg,"1,90 лв.","Сената дава слабителен ефект 10-12 часа след приемането на билката. Действието е меко, безболезнено и не се последва от запек."
572,"Детски чай с Каркаде, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16352_1.jpg,"1,39 лв.",Идеален за ежедневна употреба от деца и възрастни. Ароматът на горски билки ще изпълни сетивата ви с радост  и всяка глътка чай ще ви дари здраве и енергия.
573,"Планински чай от български билки, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16354_1.jpg,"1,39 лв.","Идеален за ежедневна употреба. Когато планинските ручеи се просмукват в почвата, тогава билките започват да се изпълват със сила и свежест."
574,"Чай Ябълка и Канела, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16356_1.jpg,"1,39 лв.",Невероятно елегантно и деликатно съчетание на два аромата - Ябълка и Канела. Създадени да бъдат заедно и да изпълнят тялото ви с хармония и блаженство. Комбинацията от съдържащия се в дивата ябълка пектин и топящата мазнини канела е лесен и вкусен начин да отслабнете.
575,"Зелен чай, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16367_1.jpg,"1,99 лв.","Вече 21 века зеленият чай се използва като напитка, изпълваща сетивата с енергия и божествен вкус."
576,"Чай Стевия, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16336_1.jpg,"4,49 лв.","Стевията оказва общо тонизиращо действие, възстановява силите след нервно и физическо изтощение и намалява процесите на стареене."
577,"Чай Жълт кантарион, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16366_1.jpg,"1,99 лв.","Жълтият кантарион е познат с името ""билка за 100 болки"". Но още по-прекрасен е неговият плътен тръпчив вкус с дъх на лято и цвят на залез. Антидепресивно действие. Тонизира нервната система, засилва сърдечната дейност,  леко повишава артериалното налягане, има диуретичен ефект."
578,"Чай Лайка, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16361_1.jpg,"1,19 лв.",Не бихте могли да я замените за нищо - това непретенциозно цвете е събрало в малките си цветове невероятна мощ. Лайката ще ви дари с вътрешен покой и здраве.
579,"Чай Липа, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16362_1.jpg,"2,20 лв.","Невероятният деликатен и благоухан аромат на липа ще ви очарова и ще изпълни сърцето ви с радост, а ума ви с лекота и свежест."
580,"Чай Маточина, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16363_1.jpg,"1,49 лв.","Невероятен, вкусен и благодатен - това е чаят от маточина. С наситено лимоново ухание и нежен зелен цвят, тя ще очарова сетивата ви завинаги."
581,"Чай Мащерка, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16364_1.jpg,"1,39 лв.","Известна и като ""бабина душица"", тази популярна билка има изключително действие, силен аромат и траен вкус. При суха и еластична кашлица, при остри катари на горните дихателни пътища, бронхит, коклюш, астма."
582,"Чай Мента, Bioherba, 20 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_16365_1.jpg,"1,30 лв.",Ментата расте в подножията на планините и пази свежестта на обгърналите върховете им снегове и кристалния дъх на планинските ручеи. Можете да го усетите във всяка животворна глътка от ментовия чай.
583,"Чай 17 Билки за отслабване и детоксикация, Bioherba, 100 филтъра",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/1/7/17-face.jpg,"10,99 лв.","Билков чай 17 билки за отслабване и детоксикация на Биохерба е уникална комбинация от билки, детоксикираща черния дроб, улесняваща обмяната на веществата в организма и изхвърлянето на ненужните шлаки и мастни депа."
584,"Лукс Зелен чай, Bioherba, 50 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_15920_1.jpg,"3,50 лв.","Чаят има тонизиращо, диуретично, антиоксидантно, общоукрепващо действие."
585,"Сурово зелено кафе на зърна Робуста, Bioherba, 100 гр",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_15922_1.jpg,"2,50 лв.",Първокачествено кафе на зърна Робуста  от Индонезия.
586,"Кафе за отслабване, Bioherba, 100 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/k/a/kafe-za-otslabvane.jpg,"7,49 лв.","Първокачествено разтворимо кафе с чудесен малинов вкус - 5 от най-мощните съставки за редукция на теглото. Кафето за отслабване на Bioherba съдържа специално разработен комплекс от активни съставки, подпомагащ отслабването."
587,"Кафе за отслабване 3 в 1 - с мляко и стевия, Bioherba, 100 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/k/a/kafe-3-v1.jpg,"7,49 лв.","Първокачествено разтворимо кафе с Мляко и Стевия - 5 от най-мощните съставки за редукция на теглото. Кафето за отслабване 3 в 1 на Bioherba съчетава балансирания вкус на качествено кафе с мляко, подсладено със стевия, и специално разработен комплекс от активни съставки, подпомагащ редуцирането на теглото."
588,"ПРОМО ПАКЕТ Кафе за отслабване, Bioherba, 2 х 100 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/k/a/kafe2_2.jpg,"14,80 лв.","С разтворимото инстантно кафе за отслабване, ще започне перфектната диета. С 5 от най-мощните 100% натурални добавки за редукция на теглото!"
589,"Комбуча Лайф - Бъз, 500 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9683_1.jpg,"3,35 лв.","Комбуча Лайф Бъз е чай, в който освен зелен чай е добавен бъз и жасмин."
590,"КОМБУЧА ДЖИНДЖИФИЛ, 500 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9685_1.jpg,"3,35 лв.","КОМБУЧА ЛАЙФ ДЖИНДЖИФИЛ 500МЛ, НАТУРАЛ ПЛЮС"
591,"КОМБУЧА ЛАЙФ КЛАСИК, 500 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9681_1.jpg,"3,83 лв.","КОМБУЧА ЛАЙФ КЛАСИК 500МЛ, НАТУРАЛ ПЛЮС"
592,"КОМБУЧА ПАПАЯ, 500 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_9684_1.jpg,"3,83 лв.","КОМБУЧА ЛАЙФ ПАПАЯ 500МЛ, НАТУРАЛ ПЛЮС"
593,"Стъклени пръчици за разбъркване 18 см - йенско стъкло, Trendglass Jena, 1 бр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_4324_1.jpg,"25,40 лв.",Стъклени пръчици за разбъркване 18 cm.
594,"Стъклена Чаша с чинийка Jumbo - йенско стъкло, Trendglass Jena, 400 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_4297_1.jpg,"93,01 лв.",Чаша Jumbo с  вместимост 400 мл се предлага и с чинийка. Чашата е подходяща за микровълнови печки и миялни машини. Лесни за почистване и хигиенични поради нископорестата си повърхност.
595,"Захарница и каничка за мляко Miko - йенско стъкло, Trendglass Jena, 2 х 150 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_4319_1.jpg,"27,47 лв.","Захарница и каничка за мляко MIKO с вместимост съответно, всяка по 150 мл. Подходящи за сервиране на чай и кафе в комплект с чаши и чайник Miko."
596,"Купичка Linea - йенско стъкло, Trendglass Jena, 180 мл",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/p/r/product_13855_1.jpg,"11,80 лв.",Купичка LINEA от устойчиво на топлина стъкло.
597,Ароматен чай Ангелска целувка 50g Veda Tea,https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/2/2234.jpg,"7,68 лв.","Ангелска целувка е лека смес от висококачествен зелен чай и цветиста основа, която е уникална по своя вид. Балансирал в съвършена хармония вкусовете на маракуя, ананас и ягоди към основата си, с идеалното допълнение от парченца плодове и цветя. Чай, за ангели!"
598,Ароматен чай Ябълки с канела 50g Veda Tea,https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/2/2238.jpg,"8,39 лв.","Потопете се в уюта на Коледа през цялата година! Ароматен чай Ябълки с канелa на Veda Tea ще го направи с кисело-сладките плодове на ябълката и опияняващия аромат на канела, съдържащи се в него."
599,Балансиращ чай - Пита доша 50g Veda Tea,https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/2/2218.jpg,"8,56 лв.","Балансиращият чай на Veda Tea намалява интензитета на гнева, раздразнението и огорчението. Помага по-лесно да приемем хората около нас… също и себе си. Комбинира се отлично с медитация. Балансира Питта Доша."
600,Ароматен чай Магическа луна (ягода) 50g Veda Tea,https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/4/1/41343.jpg,"7,64 лв.","Магическа луна на Veda Tea е комбинация от черен и зелен чай със сладко-тръпчив букет от плодове и цветя, сред които се откроява вкусът на ягоди. Този чай е по-лек и свеж от другите черни чайове, предлагани от Veda Tea."
601,Черен чай Мейгуй Хонгча (рози) 50g Veda Tea,https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/2/2241.jpg,"6,34 лв.","Този класически ""ароматизиран чай"" в Китай е известен под името Hongcha meigui (Мейгуй Хонгча). Традиционният вид на черния чай са рафинирани листенца от черен чай и китайска роза."
